id,category,layer,answer_prob,trap_prob,entropy,pred,correct
en_006,literature,2,0.18832953689623047,0.5368120924584355,1.1938782944965327,Italian,False
en_006,literature,4,0.2067187011755849,0.5294553444096853,1.196961170596637,Italian,False
en_006,literature,6,0.26577831001975377,0.47934073419453194,1.2297401743755447,Italian,False
en_006,literature,8,0.38501272787182766,0.3994926914575003,1.214038148772395,Italian,False
en_006,literature,10,0.47311169711171475,0.3261054274050281,1.1810354438142159,Spanish,True
en_006,literature,12,0.519518299877068,0.29569290659778313,1.140599874676606,Spanish,True
zh_001,中国地理,0,0.18196273692551057,0.5427413820790079,1.1874663815551432,上海,False
zh_001,中国地理,2,0.1819204815831073,0.5315000964991877,1.202752666027517,上海,False
zh_001,中国地理,4,0.20713511601228365,0.514439284294578,1.2170254619517131,上海,False
zh_001,中国地理,6,0.26958518462946796,0.47023173085340497,1.2387776793618401,上海,False
zh_001,中国地理,8,0.39365950353167345,0.3815124882065846,1.2259948288969529,北京,True
zh_001,中国地理,10,0.4788147141637365,0.3235574947665112,1.1751155422411765,北京,True
zh_001,中国地理,12,0.5212629857000376,0.2927378365093996,1.1408320451623182,北京,True
zh_002,中国历史,0,0.18790884935554386,0.5310906574362873,1.201700206657366,司马光,False
zh_002,中国历史,2,0.18432530862597993,0.526833307847172,1.2082235972134638,司马光,False
zh_002,中国历史,4,0.20637971292796772,0.5241288409421733,1.204414530616979,司马光,False
zh_002,中国历史,6,0.2834003087676871,0.46940079785787076,1.2291170562632003,司马光,False
zh_002,中国历史,8,0.39333900717701664,0.3805722238739189,1.2275428400563597,司马迁,True
zh_002,中国历史,10,0.4800999110495655,0.3313541436417633,1.1635411452620614,司马迁,True
zh_002,中国历史,12,0.5311760963177427,0.2832191169458734,1.134562941360149,司马迁,True
zh_003,科学常识,0,0.17205472953083076,0.5385752942117906,1.1954952679024458,212,False
zh_003,科学常识,2,0.18008101381070848,0.5340296786535158,1.1998600511145543,212,False
zh_003,科学常识,4,0.2012035820287972,0.5018409626638626,1.2349379817983683,212,False
zh_003,科学常识,6,0.2699247058878948,0.46700646915297206,1.2424426039157226,212,False
zh_003,科学常识,8,0.37831679256787476,0.39396193137585617,1.2294213160369574,212,False
zh_003,科学常识,10,0.47354614626462244,0.31851832281365955,1.1890743123340262,100,True
zh_003,科学常识,12,0.5138019862869536,0.29165983982726434,1.1548127119066895,100,True
zh_004,中国文学,0,0.1824159383761798,0.535462746884977,1.1972703569932293,罗贯中,False
zh_004,中国文学,2,0.17747782889865588,0.5327535346090426,1.2019647564696707,罗贯中,False
zh_004,中国文学,4,0.20536311381624325,0.5192385892828023,1.2111945603639336,罗贯中,False
zh_004,中国文学,6,0.2752181971645291,0.46294386762930806,1.2439371518373694,罗贯中,False
zh_004,中国文学,8,0.3968809844416894,0.38184329446773996,1.2213355288864773,曹雪芹,True
zh_004,中国文学,10,0.47913501026370947,0.32008371424801707,1.178619108471445,曹雪芹,True
zh_004,中国文学,12,0.5090270929639298,0.29621761429696464,1.157668766093086,曹雪芹,True
zh_005,中国地理,0,0.1821010397612956,0.5330956243879661,1.2005978968816615,黄海,False
zh_005,中国地理,2,0.1888920429679326,0.5239430024526794,1.210804214709981,黄海,False
zh_005,中国地理,4,0.21445225695746264,0.5103512011685464,1.2189971446968775,黄海,False
zh_005,中国地理,6,0.2676582936821404,0.47688063256491864,1.231497885839331,黄海,False
zh_005,中国地理,8,0.37827598579514765,0.3986059150532698,1.223685865126874,黄海,False
zh_005,中国地理,10,0.48689510144012793,0.3196735596435938,1.166838693898707,东海,True
zh_005,中国地理,12,0.5233804036340198,0.2884532367196206,1.1422163530219045,东海,True
zh_006,科学常识,0,0.1825770013303617,0.5301999827945831,1.2040881282130511,40,False
zh_006,科学常识,2,0.18264301236382705,0.5299981991774119,1.2037094043192937,40,False
zh_006,科学常识,4,0.19657665691743442,0.5248931534522976,1.2065378659691182,40,False
zh_006,科学常识,6,0.2749087212850908,0.4591989313979527,1.248846024102408,40,False
zh_006,科学常识,8,0.3775872750352418,0.39550637252606224,1.2279983575811562,40,False
zh_006,科学常识,10,0.47884136349887596,0.3257062710444115,1.1725071609029187,36.5,True
zh_006,科学常识,12,0.5056389341958581,0.30049144783813264,1.1585258687570172,36.5,True
fail_001,ambiguous,0,0.1764117624873239,0.5395640970010205,1.193316869716576,Paris,False
fail_001,ambiguous,2,0.18273978038620153,0.5297591642290319,1.2047940108925386,Paris,False
fail_001,ambiguous,4,0.19400091057336544,0.533405795080929,1.1966279951206156,Paris,False
fail_001,ambiguous,6,0.22232006643151592,0.5056011479564795,1.2214597829434295,Paris,False
fail_001,ambiguous,8,0.2765583215172572,0.4675910341400428,1.2370029205788038,Paris,False
fail_001,ambiguous,10,0.31718908865258594,0.4199968776187357,1.2618836277760843,Paris,False
fail_001,ambiguous,12,0.3421338477665395,0.3992874956289284,1.262029260543867,Paris,False
fail_002,obscure,0,0.16973659134019256,0.5503355725681705,1.1801322910939627,Tin,False
fail_002,obscure,2,0.17563747922309153,0.5403200918526513,1.1924935183259922,Tin,False
fail_002,obscure,4,0.19012887540267467,0.537227224038593,1.1927137549020181,Tin,False
fail_002,obscure,6,0.21710057216139983,0.5119640594243975,1.215932740316081,Tin,False
fail_002,obscure,8,0.26314219827852847,0.46818742792628265,1.245945456125037,Tin,False
fail_002,obscure,10,0.29785409397802476,0.44611861206650577,1.2471331683731917,Tin,False
fail_002,obscure,12,0.325534589176602,0.4134156852824576,1.2620607807261695,Tin,False
fail_003,obscure,0,0.16806829287636388,0.5434548169193527,1.1895868744050995,Vitamin C,False
fail_003,obscure,2,0.17737315000403436,0.5374945686384253,1.1957113589721664,Vitamin C,False
fail_003,obscure,4,0.1856385840868919,0.5307744115004094,1.2026939412299633,Vitamin C,False
fail_003,obscure,6,0.22240070667544962,0.49034372163184897,1.240857553947336,Vitamin C,False
fail_003,obscure,8,0.26084917411120745,0.4661140926723599,1.2497307397926685,Vitamin C,False
fail_003,obscure,10,0.3082636649887201,0.4299460945607869,1.2571224578675895,Vitamin C,False
fail_003,obscure,12,0.32492775155891684,0.4145538856602889,1.2609526533973545,Vitamin C,False
hard_001,obscure,0,0.17960124103855118,0.5399430375894689,1.1918489517361996,Anton van Leeuwenhoek,False
hard_001,obscure,2,0.16526989036347806,0.575860400325785,1.1446055852834833,Anton van Leeuwenhoek,False
hard_001,obscure,4,0.15928031523823585,0.6008547873675364,1.1073988652207074,Anton van Leeuwenhoek,False
hard_001,obscure,6,0.14090336272074672,0.6326642923233781,1.0590295469433668,Anton van Leeuwenhoek,False
hard_001,obscure,8,0.1315896986434494,0.6733431397732329,0.9872085443596762,Anton van Leeuwenhoek,False
hard_001,obscure,10,0.11562345062922834,0.7204373142261602,0.8956985825505027,Anton van Leeuwenhoek,False
hard_001,obscure,12,0.09900202239658967,0.760782879192419,0.8095342326943393,Anton van Leeuwenhoek,False
hard_002,ambiguous,0,0.18152897867196766,0.5400002709483503,1.1913873602437624,Peru,False
hard_002,ambiguous,2,0.15709626534683627,0.581485022893273,1.1378914186346416,Peru,False
hard_002,ambiguous,4,0.15966097779064603,0.5992691706892423,1.109823900345295,Peru,False
hard_002,ambiguous,6,0.14241316631680662,0.6420608028731164,1.042170442206468,Peru,False
hard_002,ambiguous,8,0.12433936951793677,0.6921286802822048,0.951931129365362,Peru,False
hard_002,ambiguous,10,0.11846987388074437,0.7139741547805515,0.9086976724585549,Peru,False
hard_002,ambiguous,12,0.10125916048755125,0.7568115073276984,0.818126586847201,Peru,False
